model,date,actual_change,predicted_change,actual_direction,predicted_direction,mae_bp,error_bp,actual_label,predicted_label
multi_frequency_lstm,2025-03-07,0.03000000000000025,0.00033650657860562205,2,1,2.9663493421394627,-2.9663493421394627,rise,flat
multi_frequency_lstm,2025-03-10,-0.10000000000000053,0.003924637567251921,0,1,10.392463756725245,10.392463756725245,fall,flat
multi_frequency_lstm,2025-03-11,0.0600000000000005,-0.011778936721384525,2,0,7.177893672138502,-7.177893672138502,rise,fall
multi_frequency_lstm,2025-03-12,0.040000000000000036,0.004863058216869831,2,1,3.5136941783130204,-3.5136941783130204,rise,flat
multi_frequency_lstm,2025-03-13,-0.05000000000000071,0.009350718930363655,0,1,5.935071893036437,5.935071893036437,fall,flat
multi_frequency_lstm,2025-03-14,0.040000000000000036,-0.01154761016368866,2,0,5.1547610163688695,-5.1547610163688695,rise,fall
multi_frequency_lstm,2025-03-17,0.0,0.0028137145563960075,1,1,0.28137145563960075,0.28137145563960075,flat,flat
multi_frequency_lstm,2025-03-18,-0.019999999999999574,-0.004517877474427223,0,1,1.548212252557235,1.548212252557235,fall,flat
multi_frequency_lstm,2025-03-19,-0.040000000000000036,-0.0060986606404185295,0,1,3.3901339359581506,3.3901339359581506,fall,flat
multi_frequency_lstm,2025-03-20,-0.009999999999999787,-0.009827601723372936,1,1,0.01723982766268506,0.01723982766268506,flat,flat
multi_frequency_lstm,2025-03-21,0.009999999999999787,-0.010185934603214264,1,0,2.018593460321405,-2.018593460321405,flat,fall
multi_frequency_lstm,2025-03-24,0.08999999999999986,0.0020113529171794653,2,1,8.79886470828204,-8.79886470828204,rise,flat
multi_frequency_lstm,2025-03-25,-0.03000000000000025,0.020329216495156288,0,2,5.032921649515654,5.032921649515654,fall,rise
multi_frequency_lstm,2025-03-26,0.040000000000000036,0.001709546777419746,2,1,3.829045322258029,-3.829045322258029,rise,flat
multi_frequency_lstm,2025-03-27,0.03000000000000025,0.00964577030390501,2,1,2.035422969609524,-2.035422969609524,rise,flat
multi_frequency_lstm,2025-03-28,-0.11000000000000032,0.009025463834404945,0,1,11.902546383440527,11.902546383440527,fall,flat
multi_frequency_lstm,2025-03-31,-0.03999999999999915,-0.004361250437796116,0,1,3.563874956220303,3.563874956220303,fall,flat
multi_frequency_lstm,2025-04-01,-0.0600000000000005,0.0021072058007121086,0,1,6.210720580071261,6.210720580071261,fall,flat
multi_frequency_lstm,2025-04-02,0.03000000000000025,0.0021200261544436216,2,1,2.7879973845556627,-2.7879973845556627,rise,flat
multi_frequency_lstm,2025-04-03,-0.14000000000000057,0.012006646022200584,0,2,15.200664602220115,15.200664602220115,fall,rise
multi_frequency_lstm,2025-04-04,-0.04999999999999982,0.0015476206317543983,0,1,5.154762063175422,5.154762063175422,fall,flat
multi_frequency_lstm,2025-04-07,0.14000000000000057,-0.0033718368504196405,2,1,14.337183685042021,-14.337183685042021,rise,flat
multi_frequency_lstm,2025-04-08,0.10999999999999943,0.026863504201173782,2,2,8.313649579882565,-8.313649579882565,rise,rise
multi_frequency_lstm,2025-04-09,0.08000000000000007,0.026068728417158127,2,2,5.393127158284194,-5.393127158284194,rise,rise
multi_frequency_lstm,2025-04-10,0.0600000000000005,0.019548838958144188,2,2,4.045116104185631,-4.045116104185631,rise,rise
multi_frequency_lstm,2025-04-11,0.08000000000000007,0.012376087717711926,2,2,6.7623912282288146,-6.7623912282288146,rise,rise
multi_frequency_lstm,2025-04-14,-0.10000000000000053,0.00815416220575571,0,1,10.815416220575624,10.815416220575624,fall,flat
multi_frequency_lstm,2025-04-15,-0.03000000000000025,-0.0018609270919114351,0,1,2.8139072908088814,2.8139072908088814,fall,flat
multi_frequency_lstm,2025-04-16,-0.05999999999999961,0.00029014935716986656,0,1,6.029014935716948,6.029014935716948,fall,flat
multi_frequency_lstm,2025-04-17,0.04999999999999982,0.0015684993704780936,2,1,4.843150062952173,-4.843150062952173,rise,flat
multi_frequency_lstm,2025-04-21,0.08000000000000007,0.01663014106452465,2,2,6.336985893547542,-6.336985893547542,rise,rise
multi_frequency_lstm,2025-04-22,-0.009999999999999787,0.020720891654491425,1,2,3.072089165449121,3.072089165449121,flat,rise
multi_frequency_lstm,2025-04-23,-0.009999999999999787,0.013538402505218983,1,2,2.353840250521877,2.353840250521877,flat,rise
multi_frequency_lstm,2025-04-24,-0.08000000000000007,0.00802350789308548,0,1,8.802350789308555,8.802350789308555,fall,flat
multi_frequency_lstm,2025-04-25,-0.03000000000000025,0.0006426525069400668,0,1,3.0642652506940316,3.0642652506940316,fall,flat
multi_frequency_lstm,2025-04-28,-0.05999999999999961,0.0016028579557314515,0,1,6.160285795573106,6.160285795573106,fall,flat
multi_frequency_lstm,2025-04-29,-0.040000000000000036,-0.003733402816578746,0,1,3.626659718342129,3.626659718342129,fall,flat
multi_frequency_lstm,2025-04-30,-0.020000000000000462,0.0019859152380377054,0,1,2.1985915238038167,2.1985915238038167,fall,flat
multi_frequency_lstm,2025-05-01,0.08000000000000007,0.017324702814221382,2,2,6.267529718577869,-6.267529718577869,rise,rise
multi_frequency_lstm,2025-05-02,0.08000000000000007,0.031335704028606415,2,2,4.866429597139366,-4.866429597139366,rise,rise
multi_frequency_lstm,2025-05-05,0.03000000000000025,0.032074395567178726,2,2,0.20743955671784775,0.20743955671784775,rise,rise
multi_frequency_lstm,2025-05-06,-0.0600000000000005,0.020622897893190384,0,2,8.062289789319088,8.062289789319088,fall,rise
multi_frequency_lstm,2025-05-07,-0.040000000000000036,0.007372237276285887,0,1,4.737223727628592,4.737223727628592,fall,flat
